DATA_EXIBICAO,TITULO_BRASIL,PAIS_OBRA,PUBLICO,MUNICIPIO_SALA_COMPLEXO,UF_SALA_COMPLEXO,RAZAO_SOCIAL_DISTRIBUIDORA
06/05/2020,NASCE UMA ESTRELA,ESTADOS UNIDOS,81,PRAIA GRANDE,SP,WARNER BROS. (SOUTH) INC.
06/05/2020,AQUAMAN,ESTADOS UNIDOS,2,SANTA ROSA,RS,WARNER BROS. (SOUTH) INC.
06/05/2020,LUTA POR JUSTIÇA,ESTADOS UNIDOS,213,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
06/05/2020,PÉPEQUENO,ESTADOS UNIDOS,280,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
07/05/2020,NASCE UMA ESTRELA,ESTADOS UNIDOS,135,PRAIA GRANDE,SP,WARNER BROS. (SOUTH) INC.
07/05/2020,DOUTOR SONO,ESTADOS UNIDOS,125,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
07/05/2020,MARIA E JOÃO - O CONTO DAS BRUXAS,ESTADOS UNIDOS,102,PRAIA GRANDE,SP,WMIX DISTRIBUIDORA LTDA.
07/05/2020,PÉPEQUENO,ESTADOS UNIDOS,108,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
07/05/2020,SONIC - O FILME,CANADÁ,130,BRASÍLIA,DF,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
07/05/2020,THE QUEEN'S CORGI,BÉLGICA,122,PRAIA GRANDE,SP,WMIX DISTRIBUIDORA LTDA.
08/05/2020,NASCE UMA ESTRELA,ESTADOS UNIDOS,82,PRAIA GRANDE,SP,WARNER BROS. (SOUTH) INC.
08/05/2020,DOUTOR SONO,ESTADOS UNIDOS,244,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
08/05/2020,PÉPEQUENO,ESTADOS UNIDOS,227,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
08/05/2020,SONIC - O FILME,CANADÁ,268,BRASÍLIA,DF,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
09/05/2020,NASCE UMA ESTRELA,ESTADOS UNIDOS,117,PRAIA GRANDE,SP,WARNER BROS. (SOUTH) INC.
09/05/2020,DOUTOR SONO,ESTADOS UNIDOS,158,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
09/05/2020,IT - CAPÍTULO DOIS,ESTADOS UNIDOS,2,SANTA ROSA,RS,WARNER BROS. (SOUTH) INC.
09/05/2020,PÉPEQUENO,ESTADOS UNIDOS,264,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
09/05/2020,SONIC - O FILME,CANADÁ,219,BRASÍLIA,DF,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
09/05/2020,O HOMEM INVISÍVEL,AUSTRÁLIA,1,SANTA ROSA,RS,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.
10/05/2020,NASCE UMA ESTRELA,ESTADOS UNIDOS,55,PRAIA GRANDE,SP,WARNER BROS. (SOUTH) INC.
10/05/2020,DOUTOR SONO,ESTADOS UNIDOS,154,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
10/05/2020,PÉPEQUENO,ESTADOS UNIDOS,174,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
10/05/2020,SONIC - O FILME,CANADÁ,154,BRASÍLIA,DF,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
10/05/2020,A MALDIÇÃO DA CHORONA,ESTADOS UNIDOS,2,SANTA ROSA,RS,WARNER BROS. (SOUTH) INC.
10/05/2020,O HOMEM INVISÍVEL,AUSTRÁLIA,2,SANTA ROSA,RS,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.
11/05/2020,NASCE UMA ESTRELA,ESTADOS UNIDOS,41,PRAIA GRANDE,SP,WARNER BROS. (SOUTH) INC.
11/05/2020,DOUTOR SONO,ESTADOS UNIDOS,86,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
11/05/2020,PÉPEQUENO,ESTADOS UNIDOS,123,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
11/05/2020,SONIC - O FILME,CANADÁ,151,BRASÍLIA,DF,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
12/05/2020,NASCE UMA ESTRELA,ESTADOS UNIDOS,50,PRAIA GRANDE,SP,WARNER BROS. (SOUTH) INC.
12/05/2020,DOUTOR SONO,ESTADOS UNIDOS,148,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
12/05/2020,IT - CAPÍTULO DOIS,ESTADOS UNIDOS,3,SANTA ROSA,RS,WARNER BROS. (SOUTH) INC.
12/05/2020,PÉPEQUENO,ESTADOS UNIDOS,156,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
12/05/2020,SONIC - O FILME,CANADÁ,149,BRASÍLIA,DF,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
13/05/2020,NASCE UMA ESTRELA,ESTADOS UNIDOS,62,PRAIA GRANDE,SP,WARNER BROS. (SOUTH) INC.
13/05/2020,DOUTOR SONO,ESTADOS UNIDOS,192,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
13/05/2020,PÉPEQUENO,ESTADOS UNIDOS,261,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
13/05/2020,SONIC - O FILME,CANADÁ,218,BRASÍLIA,DF,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
13/05/2020,O HOMEM INVISÍVEL,AUSTRÁLIA,16,SANTA ROSA,RS,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.
14/05/2020,CREED II,ESTADOS UNIDOS,103,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
14/05/2020,DOLITTLE,ESTADOS UNIDOS,6,PRAIA GRANDE,SP,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.
14/05/2020,A MALDIÇÃO DO ESPELHO,RÚSSIA,15,PRAIA GRANDE,SP,SM DISTRIBUIDORA DE FILMES LTDA
14/05/2020,SONIC - O FILME,CANADÁ,109,BRASÍLIA,DF,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
14/05/2020,UMA AVENTURA LEGO 2,AUSTRÁLIA,125,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
14/05/2020,THE QUEEN'S CORGI,BÉLGICA,34,PRAIA GRANDE,SP,WMIX DISTRIBUIDORA LTDA.
15/05/2020,CREED II,ESTADOS UNIDOS,172,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
15/05/2020,DOLITTLE,ESTADOS UNIDOS,55,PRAIA GRANDE,SP,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.
15/05/2020,A MALDIÇÃO DO ESPELHO,RÚSSIA,82,PRAIA GRANDE,SP,SM DISTRIBUIDORA DE FILMES LTDA
15/05/2020,SONIC - O FILME,CANADÁ,205,BRASÍLIA,DF,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
15/05/2020,UMA AVENTURA LEGO 2,AUSTRÁLIA,228,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
16/05/2020,CREED II,ESTADOS UNIDOS,267,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
16/05/2020,DOLITTLE,ESTADOS UNIDOS,130,PRAIA GRANDE,SP,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.
16/05/2020,A MALDIÇÃO DO ESPELHO,RÚSSIA,128,PRAIA GRANDE,SP,SM DISTRIBUIDORA DE FILMES LTDA
16/05/2020,SONIC - O FILME,CANADÁ,251,BRASÍLIA,DF,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
16/05/2020,UMA AVENTURA LEGO 2,AUSTRÁLIA,285,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
17/05/2020,CREED II,ESTADOS UNIDOS,182,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
17/05/2020,DOLITTLE,ESTADOS UNIDOS,120,PRAIA GRANDE,SP,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.
17/05/2020,A MALDIÇÃO DO ESPELHO,RÚSSIA,42,PRAIA GRANDE,SP,SM DISTRIBUIDORA DE FILMES LTDA
17/05/2020,SONIC - O FILME,CANADÁ,190,BRASÍLIA,DF,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
17/05/2020,UMA AVENTURA LEGO 2,AUSTRÁLIA,211,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
18/05/2020,CREED II,ESTADOS UNIDOS,98,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
18/05/2020,DOLITTLE,ESTADOS UNIDOS,54,PRAIA GRANDE,SP,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.
18/05/2020,A MALDIÇÃO DO ESPELHO,RÚSSIA,62,PRAIA GRANDE,SP,SM DISTRIBUIDORA DE FILMES LTDA
18/05/2020,SONIC - O FILME,CANADÁ,114,BRASÍLIA,DF,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
18/05/2020,UMA AVENTURA LEGO 2,AUSTRÁLIA,121,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
19/05/2020,CREED II,ESTADOS UNIDOS,100,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
19/05/2020,DOLITTLE,ESTADOS UNIDOS,54,PRAIA GRANDE,SP,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.
19/05/2020,A MALDIÇÃO DO ESPELHO,RÚSSIA,36,PRAIA GRANDE,SP,SM DISTRIBUIDORA DE FILMES LTDA
19/05/2020,SONIC - O FILME,CANADÁ,170,BRASÍLIA,DF,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
19/05/2020,UMA AVENTURA LEGO 2,AUSTRÁLIA,143,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
20/05/2020,CREED II,ESTADOS UNIDOS,106,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
20/05/2020,DOLITTLE,ESTADOS UNIDOS,51,PRAIA GRANDE,SP,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.
20/05/2020,A MALDIÇÃO DO ESPELHO,RÚSSIA,60,PRAIA GRANDE,SP,SM DISTRIBUIDORA DE FILMES LTDA
20/05/2020,SONIC - O FILME,CANADÁ,212,BRASÍLIA,DF,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
20/05/2020,UMA AVENTURA LEGO 2,AUSTRÁLIA,180,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
21/05/2020,JUMANJI: PROXIMA FASE,ESTADOS UNIDOS,196,BRASÍLIA,DF,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
21/05/2020,APRENDIZ DE ESPIÃ,ESTADOS UNIDOS,278,PRAIA GRANDE,SP,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.
21/05/2020,ERA UMA VEZ EM HOLLYWOOD,ESTADOS UNIDOS,169,BRASÍLIA,DF,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
21/05/2020,UMA AVENTURA LEGO 2,AUSTRÁLIA,173,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
21/05/2020,OS ÓRFÃOS,ESTADOS UNIDOS,20,PRAIA GRANDE,SP,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.
22/05/2020,JUMANJI: PROXIMA FASE,ESTADOS UNIDOS,296,BRASÍLIA,DF,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
22/05/2020,ERA UMA VEZ EM HOLLYWOOD,ESTADOS UNIDOS,268,BRASÍLIA,DF,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
22/05/2020,O GRITO,CANADÁ,8,SANTA ROSA,RS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
22/05/2020,UMA AVENTURA LEGO 2,AUSTRÁLIA,225,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
22/05/2020,A FREIRA,ESTADOS UNIDOS,15,SANTA ROSA,RS,WARNER BROS. (SOUTH) INC.
22/05/2020,OS ÓRFÃOS,ESTADOS UNIDOS,38,PRAIA GRANDE,SP,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.
23/05/2020,BLOODSHOT,ESTADOS UNIDOS,23,SANTA ROSA,RS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
23/05/2020,JUMANJI: PROXIMA FASE,ESTADOS UNIDOS,383,BRASÍLIA,DF,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
23/05/2020,ERA UMA VEZ EM HOLLYWOOD,ESTADOS UNIDOS,319,BRASÍLIA,DF,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
23/05/2020,O GRITO,CANADÁ,12,SANTA ROSA,RS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
23/05/2020,UMA AVENTURA LEGO 2,AUSTRÁLIA,294,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
23/05/2020,A FREIRA,ESTADOS UNIDOS,4,SANTA ROSA,RS,WARNER BROS. (SOUTH) INC.
23/05/2020,OS ÓRFÃOS,ESTADOS UNIDOS,65,PRAIA GRANDE,SP,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.
24/05/2020,BLOODSHOT,ESTADOS UNIDOS,6,SANTA ROSA,RS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
24/05/2020,DOUTOR SONO,ESTADOS UNIDOS,59,URUGUAIANA,RS,WARNER BROS. (SOUTH) INC.
24/05/2020,CORINGA,CANADÁ,81,URUGUAIANA,RS,WARNER BROS. (SOUTH) INC.
24/05/2020,JUMANJI: PROXIMA FASE,ESTADOS UNIDOS,303,BRASÍLIA,DF,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
24/05/2020,ERA UMA VEZ EM HOLLYWOOD,ESTADOS UNIDOS,271,BRASÍLIA,DF,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
24/05/2020,O GRITO,CANADÁ,19,SANTA ROSA,RS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
24/05/2020,UMA AVENTURA LEGO 2,AUSTRÁLIA,254,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
24/05/2020,A FREIRA,ESTADOS UNIDOS,6,SANTA ROSA,RS,WARNER BROS. (SOUTH) INC.
24/05/2020,OS ÓRFÃOS,ESTADOS UNIDOS,41,PRAIA GRANDE,SP,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.
25/05/2020,JUMANJI: PROXIMA FASE,ESTADOS UNIDOS,172,BRASÍLIA,DF,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
25/05/2020,ERA UMA VEZ EM HOLLYWOOD,ESTADOS UNIDOS,99,BRASÍLIA,DF,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
25/05/2020,UMA AVENTURA LEGO 2,AUSTRÁLIA,109,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
25/05/2020,OS ÓRFÃOS,ESTADOS UNIDOS,54,PRAIA GRANDE,SP,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.
26/05/2020,JUMANJI: PROXIMA FASE,ESTADOS UNIDOS,236,BRASÍLIA,DF,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
26/05/2020,ERA UMA VEZ EM HOLLYWOOD,ESTADOS UNIDOS,203,BRASÍLIA,DF,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
26/05/2020,UMA AVENTURA LEGO 2,AUSTRÁLIA,122,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
26/05/2020,OS ÓRFÃOS,ESTADOS UNIDOS,36,PRAIA GRANDE,SP,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.
27/05/2020,JUMANJI: PROXIMA FASE,ESTADOS UNIDOS,249,BRASÍLIA,DF,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
27/05/2020,ERA UMA VEZ EM HOLLYWOOD,ESTADOS UNIDOS,224,BRASÍLIA,DF,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
27/05/2020,UMA AVENTURA LEGO 2,AUSTRÁLIA,110,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
27/05/2020,OS ÓRFÃOS,ESTADOS UNIDOS,15,PRAIA GRANDE,SP,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.
28/05/2020,JOHN WICK 3: PARABELLUM,ESTADOS UNIDOS,24,PRAIA GRANDE,SP,SM DISTRIBUIDORA DE FILMES LTDA
28/05/2020,JUMANJI: PROXIMA FASE,ESTADOS UNIDOS,179,BRASÍLIA,DF,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
28/05/2020,SONIC - O FILME,CANADÁ,4,FAZENDA RIO GRANDE,PR,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
28/05/2020,A MALDIÇÃO DA CHORONA,ESTADOS UNIDOS,13,PRAIA GRANDE,SP,WARNER BROS. (SOUTH) INC.
28/05/2020,A GRANDE MENTIRA,ESTADOS UNIDOS,213,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
28/05/2020,O GRITO,CANADÁ,6,FAZENDA RIO GRANDE,PR,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
28/05/2020,O PARQUE DOS SONHOS,ESTADOS UNIDOS,196,BRASÍLIA,DF,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
29/05/2020,JOHN WICK 3: PARABELLUM,ESTADOS UNIDOS,42,PRAIA GRANDE,SP,SM DISTRIBUIDORA DE FILMES LTDA
29/05/2020,JUMANJI: PROXIMA FASE,ESTADOS UNIDOS,306,BRASÍLIA,DF,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
29/05/2020,SONIC - O FILME,CANADÁ,11,URUGUAIANA,RS,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
29/05/2020,SONIC - O FILME,CANADÁ,5,FAZENDA RIO GRANDE,PR,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
29/05/2020,A MALDIÇÃO DA CHORONA,ESTADOS UNIDOS,35,PRAIA GRANDE,SP,WARNER BROS. (SOUTH) INC.
29/05/2020,A GRANDE MENTIRA,ESTADOS UNIDOS,317,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
29/05/2020,O GRITO,CANADÁ,16,SANTA ROSA,RS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
29/05/2020,O GRITO,CANADÁ,31,URUGUAIANA,RS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
29/05/2020,O GRITO,CANADÁ,9,FAZENDA RIO GRANDE,PR,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
29/05/2020,A FREIRA,ESTADOS UNIDOS,12,SANTA ROSA,RS,WARNER BROS. (SOUTH) INC.
29/05/2020,O PARQUE DOS SONHOS,ESTADOS UNIDOS,292,BRASÍLIA,DF,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
30/05/2020,BLOODSHOT,ESTADOS UNIDOS,14,SANTA ROSA,RS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
30/05/2020,JOHN WICK 3: PARABELLUM,ESTADOS UNIDOS,89,PRAIA GRANDE,SP,SM DISTRIBUIDORA DE FILMES LTDA
30/05/2020,SONIC - O FILME,CANADÁ,16,URUGUAIANA,RS,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
30/05/2020,SONIC - O FILME,CANADÁ,8,FAZENDA RIO GRANDE,PR,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
30/05/2020,A MALDIÇÃO DA CHORONA,ESTADOS UNIDOS,83,PRAIA GRANDE,SP,WARNER BROS. (SOUTH) INC.
30/05/2020,O GRITO,CANADÁ,28,SANTA ROSA,RS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
30/05/2020,O GRITO,CANADÁ,19,URUGUAIANA,RS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
30/05/2020,O GRITO,CANADÁ,12,FAZENDA RIO GRANDE,PR,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
30/05/2020,A FREIRA,ESTADOS UNIDOS,2,SANTA ROSA,RS,WARNER BROS. (SOUTH) INC.
31/05/2020,BLOODSHOT,ESTADOS UNIDOS,8,SANTA ROSA,RS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
31/05/2020,JOHN WICK 3: PARABELLUM,ESTADOS UNIDOS,59,PRAIA GRANDE,SP,SM DISTRIBUIDORA DE FILMES LTDA
31/05/2020,JUMANJI: PROXIMA FASE,ESTADOS UNIDOS,343,BRASÍLIA,DF,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
31/05/2020,SONIC - O FILME,CANADÁ,8,URUGUAIANA,RS,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
31/05/2020,SONIC - O FILME,CANADÁ,11,FAZENDA RIO GRANDE,PR,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
31/05/2020,A MALDIÇÃO DA CHORONA,ESTADOS UNIDOS,34,PRAIA GRANDE,SP,WARNER BROS. (SOUTH) INC.
31/05/2020,A GRANDE MENTIRA,ESTADOS UNIDOS,257,BRASÍLIA,DF,WARNER BROS. (SOUTH) INC.
31/05/2020,O GRITO,CANADÁ,11,SANTA ROSA,RS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
31/05/2020,O GRITO,CANADÁ,34,URUGUAIANA,RS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
31/05/2020,O GRITO,CANADÁ,10,FAZENDA RIO GRANDE,PR,COLUMBIA TRISTAR FILMES DO BRASIL LTDA
31/05/2020,A FREIRA,ESTADOS UNIDOS,2,SANTA ROSA,RS,WARNER BROS. (SOUTH) INC.
31/05/2020,O PARQUE DOS SONHOS,ESTADOS UNIDOS,321,BRASÍLIA,DF,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA
