DATA_EXIBICAO;TITULO_ORIGINAL;TITULO_BRASIL;CPB_ROE;PAIS_OBRA;REGISTRO_SALA;NOME_SALA;PUBLICO;REGISTRO_GRUPO_EXIBIDOR;REGISTRO_EXIBIDOR;REGISTRO_COMPLEXO;MUNICIPIO_SALA_COMPLEXO;UF_SALA_COMPLEXO;RAZAO_SOCIAL_DISTRIBUIDORA;CNPJ_DISTRIBUIDORA;NR_PROTOCOLO_ENVIO;DATA_HORA_ENVIO_PROTOCOLO
09/06/2020;BAD BOYS FOR LIFE;BAD BOYS PARA SEMPRE;E1900525600000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;138;;5465;6715;BRASÍLIA;DF;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;00.979.601/0001-98;30006058001220;10/07/2020 19:14:31
09/06/2020;BLOODSHOT;BLOODSHOT;E1900579400000;ESTADOS UNIDOS;5006550;CINEPLUS FAZENDA DRIVE-IN;4;6000023;36183;36184;FAZENDA RIO GRANDE;PR;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;00.979.601/0001-98;30006058001220;10/07/2020 19:14:31
09/06/2020;DOLITTLE;DOLITTLE;E1900437900000;ESTADOS UNIDOS;5006547;LITORAL PLAZA DRIVE-IN;33;6000027;22546;41704;PRAIA GRANDE;SP;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662000820;09/07/2020 19:41:29
09/06/2020;GODZILLA - KING OF THE MONSTERS;GODZILLA II – REI DOS MONSTROS;E1900062600000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;122;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320000820;09/07/2020 20:47:41
09/06/2020;JOHN WICK 3: PARABELLUM;JOHN WICK 3: PARABELLUM;E1900126300000;ESTADOS UNIDOS;5006547;LITORAL PLAZA DRIVE-IN;10;6000027;22546;41704;PRAIA GRANDE;SP;SM DISTRIBUIDORA DE FILMES LTDA;08.257.054/0001-49;31011026001920;27/10/2020 15:32:09
09/06/2020;SMALLFOOT;PÉPEQUENO;E1800215200000;ESTADOS UNIDOS;5006547;LITORAL PLAZA DRIVE-IN;18;6000027;22546;41704;PRAIA GRANDE;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320000820;09/07/2020 20:47:41
09/06/2020;SONIC THE HEDGEHOG;SONIC - O FILME;E2000012200000;CANADÁ;5006550;CINEPLUS FAZENDA DRIVE-IN;3;6000023;36183;36184;FAZENDA RIO GRANDE;PR;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;27.654.722/0001-16;31004041000720;09/07/2020 20:30:39
09/06/2020;WONDER PARK;O PARQUE DOS SONHOS;E1900025300000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;149;;5465;6715;BRASÍLIA;DF;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;27.654.722/0001-16;31004041000720;09/07/2020 20:30:39
10/06/2020;BAD BOYS FOR LIFE;BAD BOYS PARA SEMPRE;E1900525600000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;251;;5465;6715;BRASÍLIA;DF;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;00.979.601/0001-98;30006058001220;10/07/2020 19:14:31
10/06/2020;DOLITTLE;DOLITTLE;E1900437900000;ESTADOS UNIDOS;5006553;CINE PRIME URUGUAIANA DRIVE-IN;8;6000110;43318;43979;URUGUAIANA;RS;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662000820;09/07/2020 19:41:29
10/06/2020;DOLITTLE;DOLITTLE;E1900437900000;ESTADOS UNIDOS;5006547;LITORAL PLAZA DRIVE-IN;62;6000027;22546;41704;PRAIA GRANDE;SP;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662000820;09/07/2020 19:41:29
10/06/2020;GODZILLA - KING OF THE MONSTERS;GODZILLA II – REI DOS MONSTROS;E1900062600000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;132;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320000820;09/07/2020 20:47:41
10/06/2020;JOHN WICK 3: PARABELLUM;JOHN WICK 3: PARABELLUM;E1900126300000;ESTADOS UNIDOS;5006547;LITORAL PLAZA DRIVE-IN;16;6000027;22546;41704;PRAIA GRANDE;SP;SM DISTRIBUIDORA DE FILMES LTDA;08.257.054/0001-49;31011026001920;27/10/2020 15:32:09
10/06/2020;SMALLFOOT;PÉPEQUENO;E1800215200000;ESTADOS UNIDOS;5006547;LITORAL PLAZA DRIVE-IN;17;6000027;22546;41704;PRAIA GRANDE;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320000820;09/07/2020 20:47:41
10/06/2020;WONDER PARK;O PARQUE DOS SONHOS;E1900025300000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;176;;5465;6715;BRASÍLIA;DF;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;27.654.722/0001-16;31004041000720;09/07/2020 20:30:39
11/06/2020;1917;1917;E1900439000000;ESTADOS UNIDOS;5006553;CINE PRIME URUGUAIANA DRIVE-IN;6;6000110;43318;43979;URUGUAIANA;RS;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662000820;09/07/2020 19:41:29
11/06/2020;A STAR IS BORN;NASCE UMA ESTRELA;E1800303500000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;248;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320000820;09/07/2020 20:47:41
