DATA_EXIBICAO;TITULO_ORIGINAL;TITULO_BRASIL;CPB_ROE;PAIS_OBRA;REGISTRO_SALA;NOME_SALA;PUBLICO;REGISTRO_GRUPO_EXIBIDOR;REGISTRO_EXIBIDOR;REGISTRO_COMPLEXO;MUNICIPIO_SALA_COMPLEXO;UF_SALA_COMPLEXO;RAZAO_SOCIAL_DISTRIBUIDORA;CNPJ_DISTRIBUIDORA;NR_PROTOCOLO_ENVIO;DATA_HORA_ENVIO_PROTOCOLO
05/05/2020;SMALLFOOT;PÉPEQUENO;E1800215200000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;178;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
05/05/2020;THE CURSE OF LA LLORONA;A MALDIÇÃO DA CHORONA;E1800606100000;ESTADOS UNIDOS;5005024;CINE GLOBO SANTA ROSA;7;6000010;20979;29163;SANTA ROSA;RS;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
06/05/2020;1917;1917;E1900439000000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;156;;5465;6715;BRASÍLIA;DF;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662000720;10/06/2020 03:07:33
06/05/2020;A STAR IS BORN;NASCE UMA ESTRELA;E1800303500000;ESTADOS UNIDOS;5006547;LITORAL PLAZA DRIVE-IN;81;6000027;22546;41704;PRAIA GRANDE;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
06/05/2020;AQUAMAN;AQUAMAN;E1800433400000;ESTADOS UNIDOS;5005024;CINE GLOBO SANTA ROSA;2;6000010;20979;29163;SANTA ROSA;RS;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
06/05/2020;JUST MERCY;LUTA POR JUSTIÇA;E1900587300000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;213;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
06/05/2020;SMALLFOOT;PÉPEQUENO;E1800215200000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;280;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
07/05/2020;A STAR IS BORN;NASCE UMA ESTRELA;E1800303500000;ESTADOS UNIDOS;5006547;LITORAL PLAZA DRIVE-IN;135;6000027;22546;41704;PRAIA GRANDE;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
07/05/2020;DOCTOR SLEEP;DOUTOR SONO;E1900463600000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;125;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
07/05/2020;GRETEL & HANSEL (2020);MARIA E JOÃO - O CONTO DAS BRUXAS;E1900467000000;ESTADOS UNIDOS;5006194;LITORAL PLAZA 02;102;6000027;22546;41704;PRAIA GRANDE;SP;WMIX DISTRIBUIDORA LTDA.;03.918.609/0001-32;30005807001920;09/09/2020 10:53:47
07/05/2020;SMALLFOOT;PÉPEQUENO;E1800215200000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;108;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
07/05/2020;SONIC THE HEDGEHOG;SONIC - O FILME;E2000012200000;CANADÁ;5002102;CINE DRIVEIN;130;;5465;6715;BRASÍLIA;DF;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;27.654.722/0001-16;30004041000520;10/06/2020 03:09:33
07/05/2020;THE QUEEN´S CORGI;THE QUEEN'S CORGI;E1900148700000;BÉLGICA;5006194;LITORAL PLAZA 02;122;6000027;22546;41704;PRAIA GRANDE;SP;WMIX DISTRIBUIDORA LTDA.;03.918.609/0001-32;30005807001920;09/09/2020 10:53:47
08/05/2020;A STAR IS BORN;NASCE UMA ESTRELA;E1800303500000;ESTADOS UNIDOS;5006547;LITORAL PLAZA DRIVE-IN;82;6000027;22546;41704;PRAIA GRANDE;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
08/05/2020;DOCTOR SLEEP;DOUTOR SONO;E1900463600000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;244;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
08/05/2020;SMALLFOOT;PÉPEQUENO;E1800215200000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;227;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
08/05/2020;SONIC THE HEDGEHOG;SONIC - O FILME;E2000012200000;CANADÁ;5002102;CINE DRIVEIN;268;;5465;6715;BRASÍLIA;DF;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;27.654.722/0001-16;30004041000520;10/06/2020 03:09:33
09/05/2020;A STAR IS BORN;NASCE UMA ESTRELA;E1800303500000;ESTADOS UNIDOS;5006547;LITORAL PLAZA DRIVE-IN;117;6000027;22546;41704;PRAIA GRANDE;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
09/05/2020;DOCTOR SLEEP;DOUTOR SONO;E1900463600000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;158;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
09/05/2020;IT: CHAPTER TWO;IT - CAPÍTULO DOIS;E1900346500000;ESTADOS UNIDOS;5005024;CINE GLOBO SANTA ROSA;2;6000010;20979;29163;SANTA ROSA;RS;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
09/05/2020;SMALLFOOT;PÉPEQUENO;E1800215200000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;264;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
09/05/2020;SONIC THE HEDGEHOG;SONIC - O FILME;E2000012200000;CANADÁ;5002102;CINE DRIVEIN;219;;5465;6715;BRASÍLIA;DF;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;27.654.722/0001-16;30004041000520;10/06/2020 03:09:33
09/05/2020;THE INVISIBLE MAN;O HOMEM INVISÍVEL;E1900438600000;AUSTRÁLIA;5005024;CINE GLOBO SANTA ROSA;1;6000010;20979;29163;SANTA ROSA;RS;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662000720;10/06/2020 03:07:33
10/05/2020;A STAR IS BORN;NASCE UMA ESTRELA;E1800303500000;ESTADOS UNIDOS;5006547;LITORAL PLAZA DRIVE-IN;55;6000027;22546;41704;PRAIA GRANDE;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
10/05/2020;DOCTOR SLEEP;DOUTOR SONO;E1900463600000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;154;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
10/05/2020;SMALLFOOT;PÉPEQUENO;E1800215200000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;174;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
10/05/2020;SONIC THE HEDGEHOG;SONIC - O FILME;E2000012200000;CANADÁ;5002102;CINE DRIVEIN;154;;5465;6715;BRASÍLIA;DF;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;27.654.722/0001-16;30004041000520;10/06/2020 03:09:33
10/05/2020;THE CURSE OF LA LLORONA;A MALDIÇÃO DA CHORONA;E1800606100000;ESTADOS UNIDOS;5005024;CINE GLOBO SANTA ROSA;2;6000010;20979;29163;SANTA ROSA;RS;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
10/05/2020;THE INVISIBLE MAN;O HOMEM INVISÍVEL;E1900438600000;AUSTRÁLIA;5005024;CINE GLOBO SANTA ROSA;2;6000010;20979;29163;SANTA ROSA;RS;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662000720;10/06/2020 03:07:33
11/05/2020;A STAR IS BORN;NASCE UMA ESTRELA;E1800303500000;ESTADOS UNIDOS;5006547;LITORAL PLAZA DRIVE-IN;41;6000027;22546;41704;PRAIA GRANDE;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
11/05/2020;DOCTOR SLEEP;DOUTOR SONO;E1900463600000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;86;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
11/05/2020;SMALLFOOT;PÉPEQUENO;E1800215200000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;123;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
11/05/2020;SONIC THE HEDGEHOG;SONIC - O FILME;E2000012200000;CANADÁ;5002102;CINE DRIVEIN;151;;5465;6715;BRASÍLIA;DF;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;27.654.722/0001-16;30004041000520;10/06/2020 03:09:33
12/05/2020;A STAR IS BORN;NASCE UMA ESTRELA;E1800303500000;ESTADOS UNIDOS;5006547;LITORAL PLAZA DRIVE-IN;50;6000027;22546;41704;PRAIA GRANDE;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
12/05/2020;DOCTOR SLEEP;DOUTOR SONO;E1900463600000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;148;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
12/05/2020;IT: CHAPTER TWO;IT - CAPÍTULO DOIS;E1900346500000;ESTADOS UNIDOS;5005024;CINE GLOBO SANTA ROSA;3;6000010;20979;29163;SANTA ROSA;RS;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
12/05/2020;SMALLFOOT;PÉPEQUENO;E1800215200000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;156;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
12/05/2020;SONIC THE HEDGEHOG;SONIC - O FILME;E2000012200000;CANADÁ;5002102;CINE DRIVEIN;149;;5465;6715;BRASÍLIA;DF;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;27.654.722/0001-16;30004041000520;10/06/2020 03:09:33
13/05/2020;A STAR IS BORN;NASCE UMA ESTRELA;E1800303500000;ESTADOS UNIDOS;5006547;LITORAL PLAZA DRIVE-IN;62;6000027;22546;41704;PRAIA GRANDE;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
13/05/2020;DOCTOR SLEEP;DOUTOR SONO;E1900463600000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;192;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
13/05/2020;SMALLFOOT;PÉPEQUENO;E1800215200000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;261;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
13/05/2020;SONIC THE HEDGEHOG;SONIC - O FILME;E2000012200000;CANADÁ;5002102;CINE DRIVEIN;218;;5465;6715;BRASÍLIA;DF;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;27.654.722/0001-16;30004041000520;10/06/2020 03:09:33
13/05/2020;THE INVISIBLE MAN;O HOMEM INVISÍVEL;E1900438600000;AUSTRÁLIA;5005024;CINE GLOBO SANTA ROSA;16;6000010;20979;29163;SANTA ROSA;RS;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662000720;10/06/2020 03:07:33
14/05/2020;CREED II;CREED II;E1800555200000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;103;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
14/05/2020;DOLITTLE;DOLITTLE;E1900437900000;ESTADOS UNIDOS;5006547;LITORAL PLAZA DRIVE-IN;6;6000027;22546;41704;PRAIA GRANDE;SP;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662000720;10/06/2020 03:07:33
14/05/2020;QUEEN OF SPADES: THROUGH THE LOOKING GLASS;A MALDIÇÃO DO ESPELHO;E1900574500000;RÚSSIA;5006547;LITORAL PLAZA DRIVE-IN;15;6000027;22546;41704;PRAIA GRANDE;SP;SM DISTRIBUIDORA DE FILMES LTDA;08.257.054/0001-49;30011026000620;11/09/2020 15:32:24
14/05/2020;SONIC THE HEDGEHOG;SONIC - O FILME;E2000012200000;CANADÁ;5002102;CINE DRIVEIN;109;;5465;6715;BRASÍLIA;DF;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;27.654.722/0001-16;30004041000520;10/06/2020 03:09:33
14/05/2020;THE LEGO MOVIE 2: THE SECOND PART;UMA AVENTURA LEGO 2;E1900024100000;AUSTRÁLIA;5002102;CINE DRIVEIN;125;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
14/05/2020;THE QUEEN´S CORGI;THE QUEEN'S CORGI;E1900148700000;BÉLGICA;5006194;LITORAL PLAZA 02;34;6000027;22546;41704;PRAIA GRANDE;SP;WMIX DISTRIBUIDORA LTDA.;03.918.609/0001-32;30005807001920;09/09/2020 10:53:47
15/05/2020;CREED II;CREED II;E1800555200000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;172;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
15/05/2020;DOLITTLE;DOLITTLE;E1900437900000;ESTADOS UNIDOS;5006547;LITORAL PLAZA DRIVE-IN;55;6000027;22546;41704;PRAIA GRANDE;SP;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662000720;10/06/2020 03:07:33
15/05/2020;QUEEN OF SPADES: THROUGH THE LOOKING GLASS;A MALDIÇÃO DO ESPELHO;E1900574500000;RÚSSIA;5006547;LITORAL PLAZA DRIVE-IN;82;6000027;22546;41704;PRAIA GRANDE;SP;SM DISTRIBUIDORA DE FILMES LTDA;08.257.054/0001-49;30011026000620;11/09/2020 15:32:24
15/05/2020;SONIC THE HEDGEHOG;SONIC - O FILME;E2000012200000;CANADÁ;5002102;CINE DRIVEIN;205;;5465;6715;BRASÍLIA;DF;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;27.654.722/0001-16;30004041000520;10/06/2020 03:09:33
15/05/2020;THE LEGO MOVIE 2: THE SECOND PART;UMA AVENTURA LEGO 2;E1900024100000;AUSTRÁLIA;5002102;CINE DRIVEIN;228;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
16/05/2020;CREED II;CREED II;E1800555200000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;267;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
16/05/2020;DOLITTLE;DOLITTLE;E1900437900000;ESTADOS UNIDOS;5006547;LITORAL PLAZA DRIVE-IN;130;6000027;22546;41704;PRAIA GRANDE;SP;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662000720;10/06/2020 03:07:33
16/05/2020;QUEEN OF SPADES: THROUGH THE LOOKING GLASS;A MALDIÇÃO DO ESPELHO;E1900574500000;RÚSSIA;5006547;LITORAL PLAZA DRIVE-IN;128;6000027;22546;41704;PRAIA GRANDE;SP;SM DISTRIBUIDORA DE FILMES LTDA;08.257.054/0001-49;30011026000620;11/09/2020 15:32:24
16/05/2020;SONIC THE HEDGEHOG;SONIC - O FILME;E2000012200000;CANADÁ;5002102;CINE DRIVEIN;251;;5465;6715;BRASÍLIA;DF;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;27.654.722/0001-16;30004041000520;10/06/2020 03:09:33
16/05/2020;THE LEGO MOVIE 2: THE SECOND PART;UMA AVENTURA LEGO 2;E1900024100000;AUSTRÁLIA;5002102;CINE DRIVEIN;285;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
17/05/2020;CREED II;CREED II;E1800555200000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;182;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
17/05/2020;DOLITTLE;DOLITTLE;E1900437900000;ESTADOS UNIDOS;5006547;LITORAL PLAZA DRIVE-IN;120;6000027;22546;41704;PRAIA GRANDE;SP;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662000720;10/06/2020 03:07:33
17/05/2020;QUEEN OF SPADES: THROUGH THE LOOKING GLASS;A MALDIÇÃO DO ESPELHO;E1900574500000;RÚSSIA;5006547;LITORAL PLAZA DRIVE-IN;42;6000027;22546;41704;PRAIA GRANDE;SP;SM DISTRIBUIDORA DE FILMES LTDA;08.257.054/0001-49;30011026000620;11/09/2020 15:32:24
17/05/2020;SONIC THE HEDGEHOG;SONIC - O FILME;E2000012200000;CANADÁ;5002102;CINE DRIVEIN;190;;5465;6715;BRASÍLIA;DF;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;27.654.722/0001-16;30004041000520;10/06/2020 03:09:33
17/05/2020;THE LEGO MOVIE 2: THE SECOND PART;UMA AVENTURA LEGO 2;E1900024100000;AUSTRÁLIA;5002102;CINE DRIVEIN;211;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;30000320000620;10/06/2020 03:10:28
