DATA_EXIBICAO;TITULO_ORIGINAL;TITULO_BRASIL;CPB_ROE;PAIS_OBRA;REGISTRO_SALA;NOME_SALA;PUBLICO;REGISTRO_GRUPO_EXIBIDOR;REGISTRO_EXIBIDOR;REGISTRO_COMPLEXO;MUNICIPIO_SALA_COMPLEXO;UF_SALA_COMPLEXO;RAZAO_SOCIAL_DISTRIBUIDORA;CNPJ_DISTRIBUIDORA;NR_PROTOCOLO_ENVIO;DATA_HORA_ENVIO_PROTOCOLO
01/08/2020;FANTASTIC BEASTS: THE CRIMES OF GRINDELWALD;ANIMAIS FANTÁSTICOS: OS CRIMES DE GRINDELWALD;E1800432900000;ESTADOS UNIDOS;5006590;SUPER DRIVE IN;15;6000006;2872;46068;SÃO BERNARDO DO CAMPO;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001220;11/09/2020 18:00:26
01/08/2020;FIVE FEET APART;A CINCO PASSOS DE VOCÊ;E1900025700000;ESTADOS UNIDOS;5006592;PLANET NITERÓI CINE DRIVE IN;48;6000048;25436;38804;NITERÓI;RJ;SM DISTRIBUIDORA DE FILMES LTDA;08.257.054/0001-49;31011026002520;27/10/2020 17:31:31
01/08/2020;GET OUT;CORRA!;E1700047300000;ESTADOS UNIDOS;5006600;DRIVE - GYN ESTAÇÃO DA MODA;7;6000039;45898;46149;GOIÂNIA;GO;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662001020;10/09/2020 02:42:44
01/08/2020;HOW TO TRAIN YOUR DRAGON: THE HIDDEN WORLD;COMO TREINAR O SEU DRAGÃO 3;E1800532200000;ESTADOS UNIDOS;5006551;CENTERPLEX LAPA DRIVE-IN - CINE CTN;208;6000006;2836;2842;SÃO PAULO;SP;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662001020;10/09/2020 02:42:44
01/08/2020;JOKER;CORINGA;E1900357300000;CANADÁ;5006612;CINE TEATRO BARBACENA DRIVE IN;14;;2645;6626;BARBACENA;MG;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001220;11/09/2020 18:00:26
01/08/2020;JOKER;CORINGA;E1900357300000;CANADÁ;5006566;CINEMARK TAGUATINGA SHOPPING DRIVE-IN;60;6000018;1843;2534;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001220;11/09/2020 18:00:26
01/08/2020;JOKER;CORINGA;E1900357300000;CANADÁ;5006580;CINESYSTEM MORUMBI TOWN DRIVE-IN;32;6000027;22546;34941;SÃO PAULO;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001220;11/09/2020 18:00:26
01/08/2020;JOKER;CORINGA;E1900357300000;CANADÁ;5006591;DRIVE IN SHOPPING VILLA LOBOS;32;6000006;2872;46069;SÃO PAULO;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001220;11/09/2020 18:00:26
01/08/2020;JUMANJI: NEXT LEVEL;JUMANJI: PROXIMA FASE;E1900458100000;ESTADOS UNIDOS;5006616;CINEMAIS LORENA DRIVE IN;18;6000017;2892;31517;LORENA;SP;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;00.979.601/0001-98;31006058001520;10/09/2020 15:02:10
01/08/2020;JUMANJI: NEXT LEVEL;JUMANJI: PROXIMA FASE;E1900458100000;ESTADOS UNIDOS;5006602;TOPAZIO POLO SHOPPING DRIVE IN;67;6000057;2968;19182;INDAIATUBA;SP;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;00.979.601/0001-98;31006058001520;10/09/2020 15:02:10
01/08/2020;JURASSIC WORLD: FALLEN KINGDOM;JURASSIC WORLD - REINO AMEAÇADO;E1800169900000;ESTADOS UNIDOS;5006573;DRIVE - GYN FLAMBOYANT;33;6000039;45898;45899;GOIÂNIA;GO;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662001020;10/09/2020 02:42:44
01/08/2020;JUSTICE LEAGUE;LIGA DA JUSTIÇA;E1700482600000;ESTADOS UNIDOS;5004774;CINE STAR SALA 03;8;;27464;27466;IMPERATRIZ;MA;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001220;11/09/2020 18:00:26
01/08/2020;LA LA LAND;LA LA LAND – CANTANDO ESTAÇÕES;E1600677400000;ESTADOS UNIDOS;5006580;CINESYSTEM MORUMBI TOWN DRIVE-IN;101;6000027;22546;34941;SÃO PAULO;SP;SM DISTRIBUIDORA DE FILMES LTDA;08.257.054/0001-49;31011026002520;27/10/2020 17:31:31
01/08/2020;LA LA LAND;LA LA LAND – CANTANDO ESTAÇÕES;E1600677400000;ESTADOS UNIDOS;;VINCI BRASIL (DRIVE SBC PLAZA);18;;;;SÃO PAULO;SP;SM DISTRIBUIDORA DE FILMES LTDA;08.257.054/0001-49;31011026002520;27/10/2020 17:31:31
01/08/2020;LES HIRONDELLES DE KABOUL;OS OLHOS DE CABUL;E1900532600000;FRANÇA;5005898;CINE CASARÃO;6;;37886;37902;MANAUS;AM;VITRINE FILMES LTDA;11.620.976/0001-83;31046010001520;10/09/2020 15:41:29
01/08/2020;MAD MAX: FURY ROAD;MAD MAX: ESTRADA DA FÚRIA;E1500254700000;ESTADOS UNIDOS;5006590;SUPER DRIVE IN;14;6000006;2872;46068;SÃO BERNARDO DO CAMPO;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001220;11/09/2020 18:00:26
01/08/2020;MARY QUEEN OF SCOTS;DUAS RAINHAS;E1800537700000;REINO UNIDO;5001967;SALA DE CINEMA DO CCBB BRASILIA;20;;11771;11953;BRASÍLIA;DF;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662001020;10/09/2020 02:42:44
01/08/2020;MINHA MÃE É UMA PEÇA 3;;B1900576900000;BRASIL;5006597;CINE PLAYARTE MANAUARA DRIVE IN;60;6000049;260;16356;MANAUS;AM;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;07.616.202/0001-01;31005250003020;22/09/2020 14:07:18
01/08/2020;MINHA MÃE É UMA PEÇA 3;;B1900576900000;BRASIL;5006562;CINE QUINZE DRIVE-IN;2;6000012;15558;39450;GUARAPUAVA;PR;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;07.616.202/0001-01;31005250003020;22/09/2020 14:07:18
01/08/2020;MINHA MÃE É UMA PEÇA 3;;B1900576900000;BRASIL;5006571;CINESYSTEM AMÉRICAS DRIVE-IN;74;6000027;5348;28834;RIO DE JANEIRO;RJ;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;07.616.202/0001-01;31005250003020;22/09/2020 14:07:18
01/08/2020;MINHA MÃE É UMA PEÇA 3;;B1900576900000;BRASIL;5006579;CINESYSTEM BRÁS DRIVE-IN;35;6000027;22546;34941;SÃO PAULO;SP;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;07.616.202/0001-01;31005250003020;22/09/2020 14:07:18
01/08/2020;MINHA MÃE É UMA PEÇA 3;;B1900576900000;BRASIL;5006547;LITORAL PLAZA DRIVE-IN;25;6000027;22546;41704;PRAIA GRANDE;SP;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;07.616.202/0001-01;31005250003020;22/09/2020 14:07:18
01/08/2020;MINHA MÃE É UMA PEÇA 3;;B1900576900000;BRASIL;5006596;PLAYARTE PLAZA SUL DRIVE IN;9;6000049;39188;41344;SÃO PAULO;SP;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;07.616.202/0001-01;31005250003020;22/09/2020 14:07:18
01/08/2020;MINHA VIDA EM MARTE;;B1800539000000;BRASIL;5006548;CINE SUL LENÇÓIS PAULISTA DRIVE-IN;4;6000121;44707;44708;LENÇÓIS PAULISTA;SP;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;07.616.202/0001-01;31005250003020;22/09/2020 14:07:18
01/08/2020;MISSION: IMPOSSIBLE - FALLOUT;MISSÃO: IMPOSSÍVEL - EFEITO FALLOUT;E1800243500000;ESTADOS UNIDOS;5006600;DRIVE - GYN ESTAÇÃO DA MODA;15;6000039;45898;46149;GOIÂNIA;GO;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;27.654.722/0001-16;30004041000920;10/09/2020 02:43:55
01/08/2020;MISSION: IMPOSSIBLE - ROGUE NATION;MISSÃO: IMPOSSÍVEL - NAÇÃO SECRETA;E1500406500000;ESTADOS UNIDOS;5006575;DRIVE IN CINEART MIX GARDEN;53;6000013;437;45926;NOVA LIMA;MG;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;27.654.722/0001-16;30004041000920;10/09/2020 02:43:55
01/08/2020;O VENDEDOR DE SONHOS;;B1600710700000;BRASIL;5005903;CINEMEC IBITINGA;2;;27243;37934;IBITINGA;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001220;11/09/2020 18:00:26
01/08/2020;ONCE UPON A TIME IN HOLLYWOOD;ERA UMA VEZ EM HOLLYWOOD;E1900127300000;ESTADOS UNIDOS;5006569;CINE SÃO CARLOS DRIVE-IN;33;;15373;15374;SÃO CARLOS;SP;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;00.979.601/0001-98;31006058001520;10/09/2020 15:02:10
01/08/2020;ONCE UPON A TIME IN HOLLYWOOD;ERA UMA VEZ EM HOLLYWOOD;E1900127300000;ESTADOS UNIDOS;5006589;MOVIEMAX-PLANETA DRIVE IN;62;6000109;16398;26188;RECIFE;PE;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;00.979.601/0001-98;31006058001520;10/09/2020 15:02:10
01/08/2020;ONWARD;DOIS IRMÃOS: UMA JORNADA FANTÁSTICA;E1900366400000;ESTADOS UNIDOS;5003450;CASTRO 1;5;6000023;12893;21049;CASTRO;PR;THE WALT DISNEY COMPANY (BRASIL) LTDA.;73.042.962/0001-87;30284757000720;10/09/2020 02:41:49
01/08/2020;POKEMON DETECTIVE PIKACHU;POKÉMON DETETIVE PIKACHU;E1900062700000;ESTADOS UNIDOS;5006588;PATROCINE DRIVE IN;4;;39595;39596;PATROCÍNIO;MG;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001220;11/09/2020 18:00:26
01/08/2020;ROCK DOG;ROCK DOG - NO FARO DO SUCESSO;E1700088800000;CHINA;;VINCI BRASIL (DRIVE SBC PLAZA);12;;;;SÃO PAULO;SP;SM DISTRIBUIDORA DE FILMES LTDA;08.257.054/0001-49;31011026002520;27/10/2020 17:31:31
01/08/2020;SHAZAM!;SHAZAM!;E1900060900000;ESTADOS UNIDOS;5006547;LITORAL PLAZA DRIVE-IN;26;6000027;22546;41704;PRAIA GRANDE;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001220;11/09/2020 18:00:26
01/08/2020;SHAZAM!;SHAZAM!;E1900060900000;ESTADOS UNIDOS;5006596;PLAYARTE PLAZA SUL DRIVE IN;19;6000049;39188;41344;SÃO PAULO;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001220;11/09/2020 18:00:26
01/08/2020;SMALLFOOT;PÉPEQUENO;E1800215200000;ESTADOS UNIDOS;5004772;CINE STAR SALA 01;4;;27464;27466;IMPERATRIZ;MA;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001220;11/09/2020 18:00:26
01/08/2020;SMALLFOOT;PÉPEQUENO;E1800215200000;ESTADOS UNIDOS;5006567;CINESHOW TUBARÃO DRIVE-IN;8;6000025;33770;33771;TUBARÃO;SC;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001220;11/09/2020 18:00:26
01/08/2020;SMALLFOOT;PÉPEQUENO;E1800215200000;ESTADOS UNIDOS;5006571;CINESYSTEM AMÉRICAS DRIVE-IN;149;6000027;5348;28834;RIO DE JANEIRO;RJ;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001220;11/09/2020 18:00:26
01/08/2020;SMALLFOOT;PÉPEQUENO;E1800215200000;ESTADOS UNIDOS;5006592;PLANET NITERÓI CINE DRIVE IN;47;6000048;25436;38804;NITERÓI;RJ;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001220;11/09/2020 18:00:26
01/08/2020;SONIC THE HEDGEHOG;SONIC - O FILME;E2000012200000;CANADÁ;5006616;CINEMAIS LORENA DRIVE IN;4;6000017;2892;31517;LORENA;SP;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;27.654.722/0001-16;30004041000920;10/09/2020 02:43:55
01/08/2020;STAR WARS: THE RISE OF SKYWALKER;STAR WARS: A ASCENSÃO SKYWALKER;E1900358900000;ESTADOS UNIDOS;5006589;MOVIEMAX-PLANETA DRIVE IN;21;6000109;16398;26188;RECIFE;PE;THE WALT DISNEY COMPANY (BRASIL) LTDA.;73.042.962/0001-87;30284757000720;10/09/2020 02:41:49
01/08/2020;TEEN TITANS GO! TO THE MOVIES;JOVENS TITÃS EM AÇÃO! NOS CINEMAS;E1800215000000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;247;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001220;11/09/2020 18:00:26
01/08/2020;THE ADDAMS FAMILY;A FAMÍLIA ADDAMS;E1900349600000;CANADÁ;5006558;CINESYSTEM IGUATEMI FLN DRIVE-IN;10;6000027;22546;41695;FLORIANÓPOLIS;SC;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662001020;10/09/2020 02:42:44
01/08/2020;THE ADDAMS FAMILY;A FAMÍLIA ADDAMS;E1900349600000;CANADÁ;5006580;CINESYSTEM MORUMBI TOWN DRIVE-IN;133;6000027;22546;34941;SÃO PAULO;SP;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662001020;10/09/2020 02:42:44
01/08/2020;THE ANGRY BIRDS MOVIE 2;ANGRY BIRDS 2 - O FILME;E1900271800000;ESTADOS UNIDOS;5006584;CINE LASER PASSO FUNDO DRIVE-IN;14;6000104;43959;43960;PASSO FUNDO;RS;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;00.979.601/0001-98;31006058001520;10/09/2020 15:02:10
01/08/2020;THE ANGRY BIRDS MOVIE 2;ANGRY BIRDS 2 - O FILME;E1900271800000;ESTADOS UNIDOS;5006561;CINEART CACOAL SHOPPING SALA DRIVE-IN;6;;19535;37071;CACOAL;RO;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;00.979.601/0001-98;31006058001520;10/09/2020 15:02:10
01/08/2020;THE CURSE OF LA LLORONA;A MALDIÇÃO DA CHORONA;E1800606100000;ESTADOS UNIDOS;5006548;CINE SUL LENÇÓIS PAULISTA DRIVE-IN;14;6000121;44707;44708;LENÇÓIS PAULISTA;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001220;11/09/2020 18:00:26
01/08/2020;THE CURSE OF LA LLORONA;A MALDIÇÃO DA CHORONA;E1800606100000;ESTADOS UNIDOS;5006590;SUPER DRIVE IN;30;6000006;2872;46068;SÃO BERNARDO DO CAMPO;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001220;11/09/2020 18:00:26
01/08/2020;THE FATE OF THE FURIOUS;VELOZES E FURIOSOS 8;E1700045600000;FRANÇA;5006548;CINE SUL LENÇÓIS PAULISTA DRIVE-IN;10;6000121;44707;44708;LENÇÓIS PAULISTA;SP;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662001020;10/09/2020 02:42:44
01/08/2020;THE GOONIES;OS GOONIES;E1402805000000;ESTADOS UNIDOS;5006598;CINEMARK ELDORADO DRIVE-IN;256;6000018;1843;11840;SÃO PAULO;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001220;11/09/2020 18:00:26
01/08/2020;THE GRUDGE;O GRITO;E1900551300000;CANADÁ;5003450;CASTRO 1;4;6000023;12893;21049;CASTRO;PR;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;00.979.601/0001-98;31006058001520;10/09/2020 15:02:10
01/08/2020;THE INVISIBLE MAN;O HOMEM INVISÍVEL;E1900438600000;AUSTRÁLIA;5006572;CINE 14 BIS DRIVE-IN;22;;5822;6623;GUAXUPÉ;MG;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662001020;10/09/2020 02:42:44
01/08/2020;THE LEGO MOVIE 2: THE SECOND PART;UMA AVENTURA LEGO 2;E1900024100000;AUSTRÁLIA;5006612;CINE TEATRO BARBACENA DRIVE IN;7;;2645;6626;BARBACENA;MG;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001220;11/09/2020 18:00:26
01/08/2020;THE LION KING;O REI LEÃO;E1900267700000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;375;;5465;6715;BRASÍLIA;DF;THE WALT DISNEY COMPANY (BRASIL) LTDA.;73.042.962/0001-87;30284757000720;10/09/2020 02:41:49
